n,clave,huella,empresa,fuente,token,id_externo,titulo,ubicacion,url,publicada,descubierta,cerrada,prefiltro,motivo,tipo_rol,puntaje,desglose,banderas,estado,notificada
1727,lever:dlocal:89142c08-de82-4305-810b-711190e0fdf8,dlocal:complianceofficermlrosaudiarabia,dLocal,lever,dlocal,89142c08-de82-4305-810b-711190e0fdf8,Compliance Officer / MLRO- Saudi Arabia,Riyadh,https://jobs.lever.co/dlocal/89142c08-de82-4305-810b-711190e0fdf8,2026-06-08T19:19:15.340000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1728,lever:dlocal:d6cacc92-dc5c-4d76-b064-4502d352fdf6,dlocal:complianceofficermlrosenegal,dLocal,lever,dlocal,d6cacc92-dc5c-4d76-b064-4502d352fdf6,Compliance Officer / MLRO- Senegal,Dakar,https://jobs.lever.co/dlocal/d6cacc92-dc5c-4d76-b064-4502d352fdf6,2026-04-14T11:53:08.276000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1729,lever:dlocal:8812e2ca-62c2-447b-8c7a-28eb58dc2337,dlocal:compliancespecialistmlroindonesia,dLocal,lever,dlocal,8812e2ca-62c2-447b-8c7a-28eb58dc2337,Compliance Specialist & MLRO – Indonesia,Indonesia,https://jobs.lever.co/dlocal/8812e2ca-62c2-447b-8c7a-28eb58dc2337,2023-11-18T04:46:34.022000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1730,lever:dlocal:21726fe4-10f0-4420-8eee-e99d60f3ec13,dlocal:compliancetalentpool,dLocal,lever,dlocal,21726fe4-10f0-4420-8eee-e99d60f3ec13,Compliance Talent Pool,Montevideo (Hybrid) / Buenos Aires / Shanghai / London / Sao Paulo (Hybrid) / Madrid / Shenzhen,https://jobs.lever.co/dlocal/21726fe4-10f0-4420-8eee-e99d60f3ec13,2026-05-20T18:18:19.527000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1731,lever:dlocal:fd00e7e3-2047-49ee-9164-d005e5c26489,dlocal:corporatedevelopmenttalentpool,dLocal,lever,dlocal,fd00e7e3-2047-49ee-9164-d005e5c26489,Corporate Development Talent Pool,Montevideo,https://jobs.lever.co/dlocal/fd00e7e3-2047-49ee-9164-d005e5c26489,2026-05-20T18:40:49.404000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1732,lever:dlocal:93b5d5bc-ccdf-41c0-9213-b1aaf83536aa,dlocal:customersuccessmanagerchina,dLocal,lever,dlocal,93b5d5bc-ccdf-41c0-9213-b1aaf83536aa,Customer Success Manager - China,Shanghai / Shenzhen,https://jobs.lever.co/dlocal/93b5d5bc-ccdf-41c0-9213-b1aaf83536aa,2023-02-14T06:20:36.040000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1733,lever:dlocal:9990577d-904e-4bdb-9190-41347645f79b,dlocal:dataspecialistforcompliancetransactionmonitoringfinancialcrime,dLocal,lever,dlocal,9990577d-904e-4bdb-9190-41347645f79b,Data Specialist for Compliance — Transaction Monitoring & Financial Crime,Madrid / Sao Paulo (Hybrid) / Montevideo (Hybrid),https://jobs.lever.co/dlocal/9990577d-904e-4bdb-9190-41347645f79b,2026-08-18T18:00:48.887000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1734,lever:dlocal:9152099e-3a47-48f0-8ab2-c68728012a79,dlocal:dataaiarchitect,dLocal,lever,dlocal,9152099e-3a47-48f0-8ab2-c68728012a79,Data-AI Architect,Montevideo / Buenos Aires / Sao Paulo / Barcelona / Madrid,https://jobs.lever.co/dlocal/9152099e-3a47-48f0-8ab2-c68728012a79,2026-09-21T09:00:42.502000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1735,lever:dlocal:e98dbb97-58e2-4335-8454-fd4c72a2fc19,dlocal:devopsengineercicd,dLocal,lever,dlocal,e98dbb97-58e2-4335-8454-fd4c72a2fc19,DevOps Engineer CI/CD,Barcelona / Madrid / Montevideo / Buenos Aires / Sao Paulo,https://jobs.lever.co/dlocal/e98dbb97-58e2-4335-8454-fd4c72a2fc19,2026-07-21T14:39:41.210000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1736,lever:dlocal:c961cedd-8dd1-4e42-8ae8-bac12088a331,dlocal:ethicscomplianceofficer,dLocal,lever,dlocal,c961cedd-8dd1-4e42-8ae8-bac12088a331,Ethics & Compliance Officer,Montevideo (Hybrid) / Sao Paulo (Hybrid),https://jobs.lever.co/dlocal/c961cedd-8dd1-4e42-8ae8-bac12088a331,2026-08-06T19:36:10.817000+00:00,2026-09-21T16:33:41-05:00,2026-09-22,no,titulo fuera de perfil,desarrollo,,,,nueva,
1737,lever:dlocal:0c69b348-3104-4fe7-b1b3-a67d69967971,dlocal:executionenablementspecialist,dLocal,lever,dlocal,0c69b348-3104-4fe7-b1b3-a67d69967971,Execution & Enablement Specialist,Buenos Aires / Montevideo (Hybrid),https://jobs.lever.co/dlocal/0c69b348-3104-4fe7-b1b3-a67d69967971,2026-09-02T11:55:36.441000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,automatizacion,,,,nueva,
1738,lever:dlocal:a6328e12-992c-4b7b-a51b-3b2d9bc4b997,dlocal:financetalentpool,dLocal,lever,dlocal,a6328e12-992c-4b7b-a51b-3b2d9bc4b997,Finance Talent Pool,Montevideo (Hybrid) / Buenos Aires / Shanghai / London / Sao Paulo (Hybrid) / Madrid / Shenzhen,https://jobs.lever.co/dlocal/a6328e12-992c-4b7b-a51b-3b2d9bc4b997,2026-05-20T18:21:11.963000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1739,lever:dlocal:2b55b780-a206-44df-9196-6b63dbbcf3c0,dlocal:fraudpreventionanalystii,dLocal,lever,dlocal,2b55b780-a206-44df-9196-6b63dbbcf3c0,Fraud Prevention Analyst II,Montevideo (Hybrid) / Buenos Aires / Sao Paulo (Hybrid),https://jobs.lever.co/dlocal/2b55b780-a206-44df-9196-6b63dbbcf3c0,2026-08-05T15:30:26.227000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1740,lever:dlocal:24285171-10cb-461b-aaec-d5cdb1ea753c,dlocal:hrgeneralistapac,dLocal,lever,dlocal,24285171-10cb-461b-aaec-d5cdb1ea753c,HR Generalist APAC,Shanghai / Shenzhen,https://jobs.lever.co/dlocal/24285171-10cb-461b-aaec-d5cdb1ea753c,2026-07-26T12:13:20.969000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1741,lever:dlocal:e262f6b4-70f9-4a0d-94ba-e22cfaee446a,dlocal:itinternalauditmanager,dLocal,lever,dlocal,e262f6b4-70f9-4a0d-94ba-e22cfaee446a,IT Internal Audit Manager,Buenos Aires / Sao Paulo (Hybrid) / Montevideo (Hybrid),https://jobs.lever.co/dlocal/e262f6b4-70f9-4a0d-94ba-e22cfaee446a,2026-05-27T13:06:40.647000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1742,lever:dlocal:c93e4102-b7eb-4ded-852b-888073c63a9d,dlocal:legalcounselcontracts,dLocal,lever,dlocal,c93e4102-b7eb-4ded-852b-888073c63a9d,Legal Counsel - Contracts,Montevideo,https://jobs.lever.co/dlocal/c93e4102-b7eb-4ded-852b-888073c63a9d,2026-09-11T13:11:29.993000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1743,lever:dlocal:097cc95f-0431-4dc9-bdf8-880017085332,dlocal:legalcounselcorporate,dLocal,lever,dlocal,097cc95f-0431-4dc9-bdf8-880017085332,Legal Counsel - Corporate,Montevideo,https://jobs.lever.co/dlocal/097cc95f-0431-4dc9-bdf8-880017085332,2026-08-13T13:19:09.140000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1744,lever:dlocal:b3312823-073a-40f0-8ffd-ea0b4e360333,dlocal:legaltalentpool,dLocal,lever,dlocal,b3312823-073a-40f0-8ffd-ea0b4e360333,Legal Talent Pool,Montevideo (Hybrid) / Buenos Aires / Shanghai / London / Sao Paulo (Hybrid) / Madrid / Shenzhen,https://jobs.lever.co/dlocal/b3312823-073a-40f0-8ffd-ea0b4e360333,2026-05-20T18:20:09.915000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1745,lever:dlocal:654d7765-86e4-4144-8966-de28ba256de4,dlocal:mlrouk,dLocal,lever,dlocal,654d7765-86e4-4144-8966-de28ba256de4,MLRO - UK,London,https://jobs.lever.co/dlocal/654d7765-86e4-4144-8966-de28ba256de4,2026-05-22T15:08:17.926000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1746,lever:dlocal:24547979-e915-403c-9d1c-cba7f2a67808,dlocal:operationstalentpool,dLocal,lever,dlocal,24547979-e915-403c-9d1c-cba7f2a67808,Operations Talent Pool,Montevideo (Hybrid) / Buenos Aires / Sao Paulo (Hybrid) / Cape Town / Singapore / Shanghai,https://jobs.lever.co/dlocal/24547979-e915-403c-9d1c-cba7f2a67808,2026-05-20T18:10:05.963000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,automatizacion,,,,nueva,
1747,lever:dlocal:48591c0c-804c-47ad-8d81-c56f08c81344,dlocal:peopletalentpoolhumanresources,dLocal,lever,dlocal,48591c0c-804c-47ad-8d81-c56f08c81344,People Talent Pool (Human Resources),Sao Paulo (Hybrid) / Montevideo (Hybrid) / Barcelona / Madrid,https://jobs.lever.co/dlocal/48591c0c-804c-47ad-8d81-c56f08c81344,2026-05-20T18:15:10.674000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1748,lever:dlocal:69656039-9233-4406-94de-1dd729eaf8cc,dlocal:platformarchitect,dLocal,lever,dlocal,69656039-9233-4406-94de-1dd729eaf8cc,Platform Architect,Madrid / Barcelona,https://jobs.lever.co/dlocal/69656039-9233-4406-94de-1dd729eaf8cc,2026-08-10T14:54:20.340000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1749,lever:dlocal:927a5f7c-4dd3-418f-9914-bed5afa9da0a,dlocal:principalsecurityengineeridentityaccess,dLocal,lever,dlocal,927a5f7c-4dd3-418f-9914-bed5afa9da0a,Principal Security Engineer – Identity & Access,Madrid / Barcelona / Sao Paulo / Buenos Aires / Montevideo / Bucharest,https://jobs.lever.co/dlocal/927a5f7c-4dd3-418f-9914-bed5afa9da0a,2026-07-22T12:09:02.206000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1750,lever:dlocal:0ec14f08-d260-4344-b8db-61fe6cbb1d37,dlocal:producttalentpool,dLocal,lever,dlocal,0ec14f08-d260-4344-b8db-61fe6cbb1d37,Product Talent Pool,Montevideo (Hybrid) / Barcelona / Madrid / Buenos Aires / Sao Paulo (Hybrid) / Bucharest,https://jobs.lever.co/dlocal/0ec14f08-d260-4344-b8db-61fe6cbb1d37,2026-05-20T18:10:31.775000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1751,lever:dlocal:29ff5d78-971d-4dc7-83a2-49ae6aee4de3,dlocal:regulatorylicensingofficermiddleeastandnorthafricapaymentsfintech,dLocal,lever,dlocal,29ff5d78-971d-4dc7-83a2-49ae6aee4de3,Regulatory & Licensing Officer – Middle East and North Africa (Payments/ Fintech),Cairo / Casablanca / Riyadh / Abu Dhabi / Manama / Kuala Lumpur / Lagos,https://jobs.lever.co/dlocal/29ff5d78-971d-4dc7-83a2-49ae6aee4de3,2026-06-03T17:47:48.260000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1752,lever:dlocal:930c26d1-34bd-4d11-8a4e-69a83613cbd3,dlocal:regulatoryaffairstalentpool,dLocal,lever,dlocal,930c26d1-34bd-4d11-8a4e-69a83613cbd3,Regulatory Affairs Talent Pool,Montevideo (Hybrid) / Sao Paulo / Madrid / Shenzhen / London / Singapore,https://jobs.lever.co/dlocal/930c26d1-34bd-4d11-8a4e-69a83613cbd3,2026-05-20T18:21:05.440000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1753,lever:dlocal:f474cd97-9e36-4f8f-a227-ce85dac1ac1d,dlocal:regulatorylicensingofficerapac,dLocal,lever,dlocal,f474cd97-9e36-4f8f-a227-ce85dac1ac1d,Regulatory Licensing Officer - APAC,Singapore / Kuala Lumpur / Shenzhen / Shanghai,https://jobs.lever.co/dlocal/f474cd97-9e36-4f8f-a227-ce85dac1ac1d,2025-11-27T06:48:22.007000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1754,lever:dlocal:70f14ea8-886d-4933-ac97-fd816ccda9b0,dlocal:salesoperationsseniordeliverysolutionsapac,dLocal,lever,dlocal,70f14ea8-886d-4933-ac97-fd816ccda9b0,Sales Operations (Senior Delivery Solutions APAC),Kuala Lumpur,https://jobs.lever.co/dlocal/70f14ea8-886d-4933-ac97-fd816ccda9b0,2022-10-12T13:37:16.393000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1755,lever:dlocal:3ae78847-3d32-4ebd-944b-ca6539357ad6,dlocal:senioraccountmanager,dLocal,lever,dlocal,3ae78847-3d32-4ebd-944b-ca6539357ad6,Senior Account Manager,Sao Paulo (Hybrid) / Buenos Aires / Montevideo (Hybrid),https://jobs.lever.co/dlocal/3ae78847-3d32-4ebd-944b-ca6539357ad6,2025-05-26T21:06:20.828000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1756,lever:dlocal:717bb7f6-d65e-43b4-9539-aa3162e92e96,dlocal:senioraccountmanageremea,dLocal,lever,dlocal,717bb7f6-d65e-43b4-9539-aa3162e92e96,Senior Account Manager - EMEA,Madrid / Barcelona,https://jobs.lever.co/dlocal/717bb7f6-d65e-43b4-9539-aa3162e92e96,2025-10-07T16:23:53.186000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1757,lever:dlocal:73e8cb21-aa5d-4160-8e0a-6344a48c1be8,dlocal:seniorinternalauditor,dLocal,lever,dlocal,73e8cb21-aa5d-4160-8e0a-6344a48c1be8,Senior Internal Auditor,Lagos,https://jobs.lever.co/dlocal/73e8cb21-aa5d-4160-8e0a-6344a48c1be8,2026-07-21T20:00:43.015000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1758,lever:dlocal:c5ae9be1-3934-434a-a91b-2824cffbab7e,dlocal:seniorinternalauditor,dLocal,lever,dlocal,c5ae9be1-3934-434a-a91b-2824cffbab7e,Senior Internal Auditor,Buenos Aires,https://jobs.lever.co/dlocal/c5ae9be1-3934-434a-a91b-2824cffbab7e,2026-04-17T12:50:45.989000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1759,lever:dlocal:e6c41d1a-c41b-4845-a40f-c75340874372,dlocal:staffaiengineerailabs,dLocal,lever,dlocal,e6c41d1a-c41b-4845-a40f-c75340874372,Staff AI Engineer - AI Labs,Madrid / Barcelona / London / Bucharest,https://jobs.lever.co/dlocal/e6c41d1a-c41b-4845-a40f-c75340874372,2026-09-10T09:05:31.717000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1760,lever:dlocal:f3e9b742-9530-4f0c-b70c-83bf24cc602a,dlocal:staffengineerjava,dLocal,lever,dlocal,f3e9b742-9530-4f0c-b70c-83bf24cc602a,Staff Engineer - Java,Barcelona / Madrid / Buenos Aires / Sao Paulo (Hybrid) / Montevideo (Hybrid),https://jobs.lever.co/dlocal/f3e9b742-9530-4f0c-b70c-83bf24cc602a,2026-08-18T16:23:22.201000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1761,lever:dlocal:55717892-d6af-49ea-b224-d3dfbb640f81,dlocal:staffengineerpaymentsperformance,dLocal,lever,dlocal,55717892-d6af-49ea-b224-d3dfbb640f81,Staff Engineer - Payments Performance,Barcelona / Madrid / Buenos Aires / Sao Paulo (Hybrid) / Montevideo (Hybrid),https://jobs.lever.co/dlocal/55717892-d6af-49ea-b224-d3dfbb640f81,2026-06-09T14:33:17.056000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1762,lever:dlocal:811ab4f3-8ab9-4c34-af68-8d6c01d3d8e2,dlocal:staffengineerpaymentsperformance,dLocal,lever,dlocal,811ab4f3-8ab9-4c34-af68-8d6c01d3d8e2,Staff Engineer - Payments Performance,Barcelona / Madrid / Buenos Aires / Sao Paulo (Hybrid) / Montevideo (Hybrid),https://jobs.lever.co/dlocal/811ab4f3-8ab9-4c34-af68-8d6c01d3d8e2,2026-08-18T16:19:27.530000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1763,lever:dlocal:af911393-1828-4516-9977-0cb2f596dae5,dlocal:strategicoperationsmanagerturkey,dLocal,lever,dlocal,af911393-1828-4516-9977-0cb2f596dae5,Strategic Operations Manager - Turkey,Istanbul,https://jobs.lever.co/dlocal/af911393-1828-4516-9977-0cb2f596dae5,2026-07-29T20:13:49.687000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,automatizacion,,,,nueva,
1764,lever:dlocal:88b73244-b15a-4058-bd59-c8fe6536b15d,dlocal:talentpoolcustomersuccessmanager,dLocal,lever,dlocal,88b73244-b15a-4058-bd59-c8fe6536b15d,Talent Pool - Customer Success Manager,Brazil / Colombia / Ciudad de México / Spain / Africa / Cape Town / Chile / China / Mumbai,https://jobs.lever.co/dlocal/88b73244-b15a-4058-bd59-c8fe6536b15d,2025-04-23T07:36:08.790000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1765,lever:dlocal:f0c3faec-8aff-4a66-bfd8-5d96137e390c,dlocal:technicalaccountmanager,dLocal,lever,dlocal,f0c3faec-8aff-4a66-bfd8-5d96137e390c,Technical Account Manager,Buenos Aires / Montevideo / Sao Paulo (Hybrid),https://jobs.lever.co/dlocal/f0c3faec-8aff-4a66-bfd8-5d96137e390c,2026-06-22T19:03:46.863000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1766,lever:dlocal:aa530e52-bca9-47fc-bb81-2a2c9d51ac09,dlocal:technicalleadjava,dLocal,lever,dlocal,aa530e52-bca9-47fc-bb81-2a2c9d51ac09,Technical Lead - Java,Barcelona / Madrid / Buenos Aires / Sao Paulo (Hybrid) / Montevideo (Hybrid),https://jobs.lever.co/dlocal/aa530e52-bca9-47fc-bb81-2a2c9d51ac09,2026-08-19T15:43:19.322000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1767,lever:dlocal:fb65f846-848e-46cf-b6ce-e47c906b663f,dlocal:technologytalentpool,dLocal,lever,dlocal,fb65f846-848e-46cf-b6ce-e47c906b663f,Technology Talent Pool,Montevideo (Hybrid) / Buenos Aires / Sao Paulo (Hybrid) / Barcelona / Madrid,https://jobs.lever.co/dlocal/fb65f846-848e-46cf-b6ce-e47c906b663f,2026-05-20T17:59:56.376000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1768,lever:dlocal:550a1dac-b645-456f-b6dd-aa6c20132934,dlocal:treasureremea,dLocal,lever,dlocal,550a1dac-b645-456f-b6dd-aa6c20132934,Treasurer - EMEA,Cape Town,https://jobs.lever.co/dlocal/550a1dac-b645-456f-b6dd-aa6c20132934,2026-07-23T14:47:05.738000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1769,lever:ciandt:b38a79ab-3fa6-4982-bfc3-45a057b86225,ciandt:29753seniordatavisualizationengineer,CI&T,lever,ciandt,b38a79ab-3fa6-4982-bfc3-45a057b86225,[29753] - Senior Data Visualization Engineer,Brazil,https://jobs.lever.co/ciandt/b38a79ab-3fa6-4982-bfc3-45a057b86225,2026-06-23T14:29:33.062000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1770,lever:ciandt:b5a7671b-6612-4ed7-ae0a-132c920bc66d,ciandt:30118senioraiengineer,CI&T,lever,ciandt,b5a7671b-6612-4ed7-ae0a-132c920bc66d,[30118] - Senior AI Engineer,Brazil,https://jobs.lever.co/ciandt/b5a7671b-6612-4ed7-ae0a-132c920bc66d,2026-06-23T14:35:36.180000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1771,lever:ciandt:cc7b82b3-33e7-44a7-bf43-9bdfaf9d1669,ciandt:31010seniorclientdirectoremea,CI&T,lever,ciandt,cc7b82b3-33e7-44a7-bf43-9bdfaf9d1669,"[31010] - Senior Client Director, EMEA",London,https://jobs.lever.co/ciandt/cc7b82b3-33e7-44a7-bf43-9bdfaf9d1669,2026-08-11T11:42:57.791000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1772,lever:ciandt:6512ebd1-c6a8-4017-ba09-269f505aca90,ciandt:31634seniordeveloperfullstackjavaangular,CI&T,lever,ciandt,6512ebd1-c6a8-4017-ba09-269f505aca90,[31634]   Senior Developer Full Stack Java/Angular,Brazil,https://jobs.lever.co/ciandt/6512ebd1-c6a8-4017-ba09-269f505aca90,2026-09-14T14:30:08.256000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1773,lever:ciandt:53b9b683-aec3-4f07-9006-d638e0035eb5,ciandt:31687seniorhrbusinesspartner,CI&T,lever,ciandt,53b9b683-aec3-4f07-9006-d638e0035eb5,[31687] - Senior HR Business Partner,London,https://jobs.lever.co/ciandt/53b9b683-aec3-4f07-9006-d638e0035eb5,2026-09-15T10:53:20.789000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1774,lever:ciandt:96cef175-877d-4393-9b60-5380cc39d19f,ciandt:31773midleveldeveloperfullstackjavaangular,CI&T,lever,ciandt,96cef175-877d-4393-9b60-5380cc39d19f,[31773]   Midlevel Developer FullStack Java/Angular,Brazil,https://jobs.lever.co/ciandt/96cef175-877d-4393-9b60-5380cc39d19f,2026-09-17T22:16:23.834000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1775,lever:ciandt:51618054-a487-4ffe-a60f-78392ad250d0,ciandt:job30900masterdatadeveloperamazonneptunebrazil,CI&T,lever,ciandt,51618054-a487-4ffe-a60f-78392ad250d0,"[Job -  30900] Master Data Developer (Amazon Neptune), Brazil",Brazil,https://jobs.lever.co/ciandt/51618054-a487-4ffe-a60f-78392ad250d0,2026-08-17T18:18:05.306000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1776,lever:ciandt:b51b1a14-b9cd-4f45-b732-595936ed8a61,ciandt:job30900masterdatadeveloperamazonneptunecolombia,CI&T,lever,ciandt,b51b1a14-b9cd-4f45-b732-595936ed8a61,"[Job -  30900] Master Data Developer (Amazon Neptune), Colombia",Colombia,https://jobs.lever.co/ciandt/b51b1a14-b9cd-4f45-b732-595936ed8a61,2026-08-17T18:49:33.257000+00:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,0,"stack 0.0 (bruto 0) | seniority 6 (sin_marca, desarrollo) | contexto 4",KNOCKOUT: stack 0.0 bajo el piso de 2.0,nueva,
1777,lever:ciandt:71dca057-c844-4030-b7e4-bc8c7344daba,ciandt:job31053seniordataarchitectgcpsalesforcedatacloudbrazil,CI&T,lever,ciandt,71dca057-c844-4030-b7e4-bc8c7344daba,"[Job -  31053] Senior Data Architect (GCP, Salesforce Data Cloud), Brazil",Brazil,https://jobs.lever.co/ciandt/71dca057-c844-4030-b7e4-bc8c7344daba,2026-08-17T12:44:45.455000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1778,lever:ciandt:ec75190c-6cdf-4aea-941a-10c0bde3e681,ciandt:job31251seniordataarchitectdatabricksbrazil,CI&T,lever,ciandt,ec75190c-6cdf-4aea-941a-10c0bde3e681,"[Job -  31251] Senior Data Architect (Databricks), Brazil",Brazil,https://jobs.lever.co/ciandt/ec75190c-6cdf-4aea-941a-10c0bde3e681,2026-08-28T12:56:29.423000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1779,lever:ciandt:33e70ff6-2a9b-4013-9167-d94517056b10,ciandt:job31575seniormasterdatadeveloperbrazil,CI&T,lever,ciandt,33e70ff6-2a9b-4013-9167-d94517056b10,"[Job -  31575] Senior /Master Data Developer, Brazil",Brazil,https://jobs.lever.co/ciandt/33e70ff6-2a9b-4013-9167-d94517056b10,2026-09-15T16:37:14.532000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1780,lever:ciandt:28566612-6b31-472b-ac31-be219a51966b,ciandt:job29586systemarchitectbrazil,CI&T,lever,ciandt,28566612-6b31-472b-ac31-be219a51966b,"[Job - 29586] System Architect, Brazil",Brazil,https://jobs.lever.co/ciandt/28566612-6b31-472b-ac31-be219a51966b,2026-06-01T22:10:55.994000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
